Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.30164905070919,0.0405226337676535,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.321136688694857,0.0268973345913405,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
2,0.321136688694745,0.0268973345913147,PHATRDRAFT_26290,PHATRDRAFT_10454,,,
3,0.301649050709141,0.0405226337676469,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,
3,0.332467556879012,0.0189750574508119,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_18064,,
4,0.201361906961218,0.0566667778123893,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,
4,0.201361906961378,0.0566667778124312,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,
4,0.201361906961378,0.0566667778124312,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,
4,0.305901819830111,0.0375491973952626,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,
4,0.311087975088811,0.0339231593382976,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_10454,PHATRDRAFT_18064,
4,0.321136688694857,0.0268973345913372,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_10454,PHATRDRAFT_17720,
4,0.325961090477853,0.0235242260755558,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,
4,0.325961090478014,0.0235242260755833,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,
4,0.325961090477853,0.0235242260755558,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,
5,0.176806056981094,0.0586992448428395,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_41886,PHATRDRAFT_39681
5,0.305901819830001,0.037549197395249,PHATRDRAFT_45947,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_28068
