Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
4,0.176806056980939,0.0586992448427881,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,,
4,0.176806056981304,0.0586992448429092,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,PHATRDRAFT_10693,,
4,0.176806056980732,0.0586992448427195,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_859,,
4,0.201361906961596,0.0566667778123734,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,,
4,0.201361906961596,0.0566667778123734,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,,
4,0.356821362857641,0.0437995295229994,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,,
4,0.356821362857247,0.043799529522951,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_859,,
4,0.359606707775731,0.0259523904512811,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,,
4,0.359606707775732,0.0259523904513428,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,,
4,0.359606707775731,0.0259523904512811,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,,
5,0.308493285325243,0.0477996038151436,PHATRDRAFT_19708,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_51970,PHATRDRAFT_10693,
6,0.201361906961513,0.0566667778124725,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_51970,PHATRDRAFT_10693
6,0.35960670777578,0.0259523904512846,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_17720,PHATRDRAFT_10693
