Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.340893038662593,0.0915891081187874,PHATRDRAFT_10454,PHATRDRAFT_20310,,
2,0.340893038662905,0.0915891081188712,PHATRDRAFT_10454,PHATRDRAFT_859,,
2,0.340893038662813,0.0915891081188466,PHATRDRAFT_10454,PHATRDRAFT_48078,,
2,0.340893038662815,0.0915891081188469,PHATRDRAFT_10454,PHATRDRAFT_42245,,
2,0.347705898622787,0.058245365440008,PHATRDRAFT_26290,PHATRDRAFT_10454,,
2,0.340893038662815,0.091589108118847,PHATRDRAFT_10454,PHATRDRAFT_23913,,
3,0.340893038662951,0.0915891081188834,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,
4,0.336762592860946,0.111804483566804,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_859,PHATRDRAFT_10693
4,0.336762592861054,0.11180448356684,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913
4,0.350808310118136,0.0430614322328649,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245
4,0.350808310118248,0.0430614322328757,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693
4,0.350808310118188,0.0430614322328714,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_859,PHATRDRAFT_10693
4,0.354381118482966,0.0255752658573313,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693
