Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.359606707775729,0.049327200710758,PHATRDRAFT_36821,PHATRDRAFT_23913,,
2,0.359606707775831,0.0493272007107721,PHATRDRAFT_36821,PHATRDRAFT_48078,,
2,0.359606707775768,0.0493272007107633,PHATRDRAFT_36821,PHATRDRAFT_20310,,
2,0.35960670777573,0.0493272007107581,PHATRDRAFT_36821,PHATRDRAFT_42245,,
2,0.359606707775732,0.0493272007108798,PHATRDRAFT_36821,PHATRDRAFT_859,,
2,0.359606707775732,0.0322056617015207,PHATRDRAFT_10454,PHATRDRAFT_42245,,
2,0.359606707775732,0.0322056617015208,PHATRDRAFT_10454,PHATRDRAFT_20310,,
2,0.359606707775756,0.0322056617022601,PHATRDRAFT_10454,PHATRDRAFT_23913,,
2,0.359606707775731,0.0322056617015207,PHATRDRAFT_10454,PHATRDRAFT_859,,
2,0.359606707775731,0.0322056617015207,PHATRDRAFT_10454,PHATRDRAFT_48078,,
2,0.359606707775732,0.0311381628356877,PHATRDRAFT_30145,PHATRDRAFT_36821,,
2,0.359606707775728,0.0200796364514204,PHATRDRAFT_26290,PHATRDRAFT_10454,,
2,0.359606707775676,0.0200796364514704,PHATRDRAFT_30145,PHATRDRAFT_10454,,
3,0.359606707776808,0.0236448921969726,PHATRDRAFT_10454,PHATRDRAFT_36821,PHATRDRAFT_18064,
4,0.359606707775731,0.0596943412100193,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_859,PHATRDRAFT_10693
4,0.359606707775737,0.0596943412100204,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,PHATRDRAFT_10693
4,0.359606707775736,0.0220707141631762,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078
4,0.359606707775731,0.0129761952256452,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693
