Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.359606707775725,0.0966169851045603,PHATRDRAFT_10454,PHATRDRAFT_48078,,,
2,0.359606707775731,0.096616985104675,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.359606707775734,0.0966169851045628,PHATRDRAFT_10454,PHATRDRAFT_859,,,
2,0.359606707775735,0.096616985104563,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.359606707775728,0.0602389093547864,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
2,0.359606707775734,0.0602389093548271,PHATRDRAFT_26290,PHATRDRAFT_10454,,,
3,0.359606707775806,0.0966169851045821,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,,
4,0.359606707775731,0.119388682420039,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_48078,PHATRDRAFT_10693,
4,0.359606707775731,0.119388682420039,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_48078,
4,0.359606707775731,0.0602389093544094,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_10454,PHATRDRAFT_17720,
4,0.359606707775731,0.0489198227177144,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_10454,PHATRDRAFT_43469,
5,0.359606707775726,0.119388682420037,PHATRDRAFT_9619,PHATRDRAFT_20143,PHATRDRAFT_50372,PHATRDRAFT_20310,PHATRDRAFT_10693
5,0.359606707775731,0.0638196600327705,PHATRDRAFT_14401,PHATRDRAFT_19708,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693
