Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.354601436279995,0.00349956837453093,PHATRDRAFT_54015,PHATRDRAFT_42245,PHATRDRAFT_28181,
3,0.354601436279968,0.00349956837442275,PHATRDRAFT_54015,PHATRDRAFT_20310,PHATRDRAFT_28181,
3,0.354601436279854,0.00349956837439554,PHATRDRAFT_54015,PHATRDRAFT_23913,PHATRDRAFT_28181,
3,0.354601436279856,0.00349956837437354,PHATRDRAFT_54015,PHATRDRAFT_21970,PHATRDRAFT_42245,
3,0.354601436279966,0.0034995683745029,PHATRDRAFT_54015,PHATRDRAFT_23913,PHATRDRAFT_21970,
3,0.354601436279968,0.00349956837449313,PHATRDRAFT_54015,PHATRDRAFT_48078,PHATRDRAFT_28181,
4,0.354601436279963,0.00349956837451695,PHATRDRAFT_54015,PHATRDRAFT_41886,PHATRDRAFT_39681,PHATRDRAFT_21970
4,0.354601436279965,0.00349956837448107,PHATRDRAFT_54015,PHATRDRAFT_25932,PHATRDRAFT_11014,PHATRDRAFT_21970
4,0.354601436280077,0.00349956837449369,PHATRDRAFT_45947,PHATRDRAFT_54015,PHATRDRAFT_28068,PHATRDRAFT_21970
4,0.354601436279967,0.0034995683745122,PHATRDRAFT_55192,PHATRDRAFT_54015,PHATRDRAFT_35240,PHATRDRAFT_28181
