Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
2,0.301649050709189,0.0405226337676533,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,,
2,0.301649050709301,0.0405226337677162,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,,
3,0.281600412525544,0.0500255042564465,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_18064,,,,
3,0.301649050709299,0.0405226337676682,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,,,
4,0.17680605698096,0.0586992448427952,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_10693,,,
4,0.281600412525449,0.0500255042563145,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_10454,PHATRDRAFT_18064,,,
4,0.314153275118909,0.031779973488517,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_20310,PHATRDRAFT_23913,,,
4,0.314153275118906,0.0317799734885938,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_23913,PHATRDRAFT_46728,,,
4,0.314153275118905,0.0317799734889944,PHATRDRAFT_54219,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_23913,,,
4,0.314153275118906,0.0317799734885938,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_23913,PHATRDRAFT_51830,,,
4,0.314153275118906,0.0317799734885993,PHATRDRAFT_45947,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_23913,,,
5,0.176806056980883,0.0586992448427696,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_20310,PHATRDRAFT_31367,,
5,0.30590181983,0.037549197395249,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_20143,PHATRDRAFT_2215,PHATRDRAFT_20310,,
6,0.230514309572737,0.0542538579905325,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_19979,PHATRDRAFT_10693,
6,0.314153275118905,0.0317799734886242,PHATRDRAFT_draft976,Phatr3_EG02215,PHATRDRAFT_55035,PHATRDRAFT_36256,PHATRDRAFT_41886,PHATRDRAFT_39681,
6,0.314153275118906,0.0317799734885865,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_20143,PHATRDRAFT_20310,PHATRDRAFT_25572,PHATRDRAFT_23365,
7,0.314153275118903,0.0317799734886015,PHATRDRAFT_55192,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_20143,PHATRDRAFT_20310,PHATRDRAFT_20445,PHATRDRAFT_36390
