Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.34980284684642,0.0479824065082484,PHATRDRAFT_36821,PHATRDRAFT_48078,,,
2,0.349802846846418,0.0479824065082481,PHATRDRAFT_36821,PHATRDRAFT_20310,,,
2,0.349802846846643,0.047982406508279,PHATRDRAFT_36821,PHATRDRAFT_23913,,,
2,0.349802846846557,0.0479824065082672,PHATRDRAFT_36821,PHATRDRAFT_42245,,,
2,0.353144630223071,0.0316269308851874,PHATRDRAFT_10454,PHATRDRAFT_48078,,,
2,0.353144630223076,0.0316269308851878,PHATRDRAFT_10454,PHATRDRAFT_859,,,
2,0.353144630223076,0.0316269308851879,PHATRDRAFT_10454,PHATRDRAFT_42245,,,
2,0.353144630223076,0.0316269308851879,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.35314463022313,0.0316269308851927,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.353355100582269,0.0305968393326297,PHATRDRAFT_26290,PHATRDRAFT_36821,,,
2,0.353355100582117,0.030596839333951,PHATRDRAFT_30145,PHATRDRAFT_36821,,,
2,0.355550275799495,0.0198531343378818,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
2,0.355550275799324,0.0198531343377549,PHATRDRAFT_26290,PHATRDRAFT_10454,,,
3,0.348678481412343,0.0534853159957122,PHATRDRAFT_10454,PHATRDRAFT_36821,PHATRDRAFT_43469,,
3,0.353144630223076,0.0316269308851879,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,
3,0.354677514275739,0.0241246349764365,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_43469,,
4,0.347809954315974,0.0577360923482878,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_10693,
4,0.355153025441242,0.0217973712369939,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_859,PHATRDRAFT_10693,
4,0.355153025441205,0.0217973712369916,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,
4,0.356974790405992,0.0128812240449895,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,
5,0.347809954315971,0.0577360923482195,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_25932,PHATRDRAFT_11014,PHATRDRAFT_10693
5,0.355153025441327,0.0217973712369991,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_31367,PHATRDRAFT_10693
