Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
3,0.158443536437024,1.16835973751176,PHATRDRAFT_30145,PHATRDRAFT_50742,PHATRDRAFT_8982,,,,,,
3,0.158443536437024,1.16835973751176,PHATRDRAFT_14792,PHATRDRAFT_30145,PHATRDRAFT_50742,,,,,,
3,0.156247009123519,1.15216258530834,PHATRDRAFT_14792,PHATRDRAFT_26290,PHATRDRAFT_48983,,,,,,
3,0.321386612725399,1.05013827619472,PHATRDRAFT_14792,PHATRDRAFT_50742,PHATRDRAFT_48078,,,,,,
3,0.316962969952168,1.03568391993681,PHATRDRAFT_48983,PHATRDRAFT_8982,PHATRDRAFT_48078,,,,,,
4,0.156247009123298,1.15216258530617,PHATRDRAFT_30145,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_8982,,,,,
4,0.156247009123176,1.15216258530823,PHATRDRAFT_14792,PHATRDRAFT_26290,PHATRDRAFT_32747,PHATRDRAFT_25308,,,,,
4,0.156247009123298,1.15216258530617,PHATRDRAFT_14792,PHATRDRAFT_30145,PHATRDRAFT_32747,PHATRDRAFT_25308,,,,,
4,0.321386612725451,1.05013827619433,PHATRDRAFT_50742,PHATRDRAFT_8982,PHATRDRAFT_859,PHATRDRAFT_23723,,,,,
4,0.316962969952168,1.03568391993681,PHATRDRAFT_48983,PHATRDRAFT_8982,PHATRDRAFT_11319,PHATRDRAFT_859,,,,,
4,0.316962969952031,1.03568391993713,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_8982,PHATRDRAFT_48078,,,,,
4,0.316962969952168,1.03568391993681,PHATRDRAFT_48983,PHATRDRAFT_8982,PHATRDRAFT_55069,PHATRDRAFT_859,,,,,
4,0.359606707775731,0.857494024257637,PHATRDRAFT_14792,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_22803,,,,,
5,0.158443536437024,1.16835973751176,PHATRDRAFT_30145,PHATRDRAFT_51128,PHATRDRAFT_29456,PHATRDRAFT_23598,PHATRDRAFT_50742,,,,
5,0.316962969952031,1.03568391993713,PHATRDRAFT_14792,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_41969,PHATRDRAFT_859,,,,
6,0.156247009123085,1.15216258530526,PHATRDRAFT_14792,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_32747,PHATRDRAFT_25308,PHATRDRAFT_17720,,,
7,0.359606707775734,0.857494024260991,PHATRDRAFT_14792,PHATRDRAFT_42015,PHATRDRAFT_48983,PHATRDRAFT_19979,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_16649,,
7,0.359606707775731,0.0284948628792736,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_23913,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,,
9,0.359606707775733,0.127389293738159,PHATRDRAFT_34010,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_14401,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585
